1,0,0,0,0
0.5,0.8660,0,0,0
0.5,0.2887,0.8165,0,0
0.5,0.2887,0.2041,0.7906,0
0.5,0.2887,0.2041,0.1581,0.7746
1,0,0,0,0
0.5,0.8660,0,0,0
0.5,0.2887,0.8165,0,0
0.5,0.2887,0.2041,0.7906,0
0.5,0.2887,0.2041,0.1581,0.7746
1,0,0,0,0
0.5,0.8660,0,0,0
0.5,0.2887,0.8165,0,0
0.5,0.2887,0.2041,0.7906,0
0.5,0.2887,0.2041,0.1581,0.7746
