0,20,0,2,402,12066.6184,1,0,681.32
0,20,0,2,402,12174.9513,1,0,675.32
0,20,0,2,402,11008.2893,1,0,677.32
0,20,0,3,402,11758.2863,1,0,705.38
0,20,0,8,402,20383.2518,1,0,847.68
0,20,0,3,402,11916.619,1,0,703.38
0,20,0,6,402,20816.5834,1,0,787.56
0,20,0,4,402,12216.6178,1,0,733.44
0,20,0,6,402,12233.2844,1,0,785.56
0,20,0,5,402,11591.6203,1,0,755.5
0,20,0,5,402,21924.9123,1,0,757.5
0,20,0,2,402,11399.9544,1,0,673.32
0,20,0,8,402,20483.2514,1,0,845.68
0,20,0,3,402,12133.2848,1,0,705.38
0,20,0,11,402,19758.2543,1,0,921.86
0,20,0,6,402,10591.6243,1,0,783.56
0,20,0,3,402,11258.2883,1,0,701.38
0,20,0,7,402,12174.9513,1,0,809.62
0,20,0,0,402,11316.6214,1,0,621.2
0,20,0,5,402,19258.2563,1,0,759.5
0,20,0,2,402,11899.9524,1,0,669.32
0,20,0,4,402,19549.9218,1,0,731.44
0,20,0,8,402,11566.6204,1,0,841.68
0,20,0,8,402,12716.6158,1,0,841.68
0,20,0,4,402,11899.9524,1,0,729.44
0,20,0,3,402,11341.6213,1,0,703.38
0,20,0,2,402,12224.9511,1,0,675.32
0,20,0,3,402,12233.2844,1,0,701.38
0,20,0,2,402,12149.9514,1,0,677.32
0,20,0,1,402,10649.9574,1,0,641.26
0,20,0,5,402,11399.9544,1,0,757.5
0,20,0,6,402,10816.6234,1,0,783.56
0,20,0,5,402,12316.6174,1,0,757.5
0,20,0,4,402,11483.2874,1,0,727.44
0,20,0,8,402,20841.5833,1,0,839.68
0,20,0,7,402,18983.2574,1,0,817.62
0,20,0,6,402,14649.9414,1,0,787.56
0,20,0,15,364,40008.1733,0,1,1026.1
0,20,0,5,402,12216.6178,1,0,753.5
0,20,0,1,402,10483.2914,1,0,647.26
0,20,0,4,402,10591.6243,1,0,731.44
0,20,0,9,402,12233.2844,1,0,869.74
0,20,0,2,402,11841.6193,1,0,673.32
0,20,0,4,402,12149.9514,1,0,727.44
0,20,0,3,402,12233.2844,1,0,703.38
0,20,0,2,402,10483.2914,1,0,677.32
0,20,0,3,402,12008.2853,1,0,701.38
0,20,0,2,402,11841.6193,1,0,673.32
0,20,0,3,402,10566.6244,1,0,699.38
0,20,0,3,402,12149.9514,1,0,699.38
0,20,0,5,402,19508.2553,1,0,759.5
0,20,0,5,402,10483.2914,1,0,759.5
0,20,0,5,402,13508.2793,1,0,759.5
0,20,0,3,402,16733.2664,1,0,705.38
0,20,0,8,402,20633.2508,1,0,845.68
0,20,0,4,402,10483.2914,1,0,727.44
0,20,0,5,402,12149.9514,1,0,759.5
0,20,0,3,402,11983.2854,1,0,705.38
0,20,0,4,402,10483.2914,1,0,729.44
0,20,0,6,402,11674.9533,1,0,783.56
0,20,0,3,402,12149.9514,1,0,701.38
0,20,0,5,402,11924.9523,1,0,757.5
0,20,0,2,402,10483.2914,1,0,677.32
0,20,0,5,402,18399.9264,1,0,759.5
0,20,0,1,402,11566.6204,1,0,645.26
0,20,0,4,402,12216.6178,1,0,729.44
0,20,0,5,402,20258.2523,1,0,761.5
0,20,0,2,402,11549.9538,1,0,669.32
0,20,0,2,402,20983.2494,1,0,681.32
0,20,0,3,402,12149.9514,1,0,701.38
0,20,0,3,402,11924.9523,1,0,703.38
0,20,0,4,402,12208.2845,1,0,729.44
0,20,0,3,402,12091.6183,1,0,697.38
0,20,0,1,402,11233.2884,1,0,645.26
0,20,0,4,402,10649.9574,1,0,727.44
0,20,0,2,402,11758.2863,1,0,673.32
0,20,0,2,402,11341.6213,1,0,673.32
0,20,0,4,402,12008.2853,1,0,729.44
0,20,0,3,402,10483.2914,1,0,701.38
0,20,0,7,402,11816.6194,1,0,807.62
0,20,0,6,402,12133.2848,1,0,785.56
0,20,0,11,402,20258.2523,1,0,925.86
0,20,0,7,402,10566.6244,1,0,809.62
0,20,0,2,402,12174.9513,1,0,673.32
0,20,0,6,402,11258.2883,1,0,783.56
0,20,0,3,402,13091.6143,1,0,703.38
0,20,0,3,402,10558.2911,1,0,699.38
0,20,0,6,402,13233.2804,1,0,785.56
0,20,0,2,402,11316.6214,1,0,671.32
0,20,0,7,402,12899.9484,1,0,809.62
0,20,0,5,402,12258.2843,1,0,757.5
0,20,0,0,402,10566.6244,1,0,613.2
0,20,0,4,402,18216.5938,1,0,733.44
0,20,0,10,402,24233.2364,1,0,895.8
0,20,0,1,402,12149.9514,1,0,651.26
0,20,0,1,402,11258.2883,1,0,649.26
0,20,0,8,402,12149.9514,1,0,839.68
0,20,0,1,402,10483.2914,1,0,645.26
0,20,0,6,402,11816.6194,1,0,781.56
0,20,0,3,402,11758.2863,1,0,703.38
0,20,0,4,402,13349.9466,1,0,731.44
0,20,0,1,402,11424.9543,1,0,647.26
0,20,0,7,402,19924.9203,1,0,819.62
0,20,0,1,402,11566.6204,1,0,649.26
0,20,0,1,402,10483.2914,1,0,645.26
0,20,0,6,402,10566.6244,1,0,783.56
0,20,0,5,402,12233.2844,1,0,757.5
0,20,0,3,402,12149.9514,1,0,701.38
0,20,0,4,402,12258.2843,1,0,731.44
0,20,0,2,402,11208.2885,1,0,675.32
0,20,0,1,402,12149.9514,1,0,645.26
0,20,0,10,402,19816.5874,1,0,891.8
0,20,0,6,402,11174.9553,1,0,779.56
0,20,0,4,402,11649.9534,1,0,727.44
0,20,0,1,402,14566.6084,1,0,655.26
0,20,0,5,402,18174.9273,1,0,757.5
0,20,0,6,402,22066.5784,1,0,787.56
0,20,0,1,402,12149.9514,1,0,647.26
0,20,0,3,402,12733.2824,1,0,703.38
0,20,0,5,402,10483.2914,1,0,755.5
0,20,0,9,402,24008.2373,1,0,869.74
0,20,0,2,402,12149.9514,1,0,673.32
0,20,0,4,402,11383.2878,1,0,729.44
0,20,0,3,402,11674.9533,1,0,701.38
0,20,0,8,402,13583.279,1,0,843.68
0,20,0,2,402,10566.6244,1,0,675.32
0,20,0,8,402,22466.5768,1,0,845.68
0,20,0,4,402,12258.2843,1,0,731.44
0,20,0,5,402,17674.9293,1,0,763.5
0,20,0,8,402,12258.2843,1,0,837.68
